;NUMERO DE SERIE;NUMERO DE SERIE;Reemplaza a Serie;Contador Mono Anterior (Qty);Contador Mono Actual (Qty);Contador Color Anterior (Qty);Contador Color Actual (Qty);Uso Mono (Qty);Uso Color (Qty);Minimo Mono (Qty);Minimo Color (Qty);Costo Consumo (USD);Costo Minimo Mono (USD);Costo Minimo Color (USD);Costo Total (USD);Costo Total (CLP);Categoria;Estado Informado a Adessa;Negocio;Observaciones del Tecnico Residente;Prop Adessa;Modelo;
;W804P700345;W804P700345;; 19.138 ; 20.309 ; 4.716 ; 5.719 ; 1.171 ; 1.003 ; 2.829 ; -   ; $96,12 ; $50,84 ; $- ; $146,95 ; $100.625,66 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804P700345
;E174M850593;174M850593;; 12.058 ; 13.120 ; 53.746 ; 58.305 ; 1.062 ; 4.559 ; 4.938 ; -   ; $360,33 ; $88,74 ; $- ; $449,06 ; $307.490,13 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174M850593
;S9358600421;L9358600421;; 3.209 ; 3.634 ; 14.645 ; 15.825 ; 425 ; 1.180 ; 2.575 ; 320 ; $95,96 ; $46,27 ; $23,95 ; $166,19 ; $113.793,52 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSPC430DN;
;W805P100701;W805P100701;; 2.782 ; 2.864 ; 3.940 ; 4.086 ; 82 ; 146 ; 3.918 ; 854 ; $12,40 ; $70,41 ; $63,92 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W805P100701
;E174MB50171;174MB50171;; 7.430 ; 8.112 ; 70.956 ; 76.707 ; 682 ; 5.751 ; 5.318 ; -   ; $442,72 ; $95,56 ; $- ; $538,28 ; $368.583,46 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174MB50171
;W803P900629;W803P900629;; 1.325 ; 1.452 ; 9.481 ; 11.099 ; 127 ; 1.618 ; 3.873 ; -   ; $123,39 ; $69,60 ; $- ; $192,99 ; $132.146,12 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W803P900629
;E175M650225;175M650225;; 8.863 ; 9.697 ; 20.310 ; 23.077 ; 834 ; 2.767 ; 5.166 ; -   ; $222,10 ; $92,83 ; $- ; $314,93 ; $215.645,13 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC4503;
;E175M520037;175M520037;; 20.259 ; 21.497 ; 24.607 ; 26.520 ; 1.238 ; 1.913 ; 4.762 ; 587 ; $165,43 ; $85,57 ; $43,94 ; $294,95 ; $201.960,64 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520037
;E174M850586;174M850586;; 25.627 ; 27.760 ; 38.846 ; 41.465 ; 2.133 ; 2.619 ; 3.867 ; -   ; $234,36 ; $69,49 ; $- ; $303,85 ; $208.059,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC4503;
;W795P104461;W795P104461;; 10.815 ; 11.993 ; 8.074 ; 9.082 ; 1.178 ; 1.008 ; 2.822 ; -   ; $96,62 ; $50,71 ; $- ; $147,33 ; $100.881,92 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W795P104461
;E174M850422;174M850422;; 43.917 ; 46.103 ; 32.070 ; 33.468 ; 2.186 ; 1.398 ; 3.814 ; 1.102 ; $143,92 ; $68,54 ; $82,48 ; $294,95 ; $201.960,64 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174M850422
;W805P600829;W805P600829;; 37.679 ; 43.212 ; 231 ; 293 ; 5.533 ; 62 ; -   ; 938 ; $104,07 ; $- ; $70,21 ; $174,28 ; $119.335,12 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W795P104470;W795P104470;; 5.546 ; 6.057 ; 6.393 ; 6.976 ; 511 ; 583 ; 3.489 ; 417 ; $52,82 ; $62,70 ; $31,21 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W795P104470
;W805P100758;W805P100758;; 7.688 ; 7.951 ; 5.153 ; 5.248 ; 263 ; 95 ; 3.737 ; 905 ; $11,84 ; $67,15 ; $67,74 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W805P100758
;E175M520038;175M520038;; 16.516 ; 18.094 ; 44.438 ; 49.818 ; 1.578 ; 5.380 ; 4.422 ; -   ; $431,05 ; $79,46 ; $- ; $510,51 ; $349.568,67 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520038
;W804PA00720;W804PA00720;; 20.901 ; 22.180 ; 10.441 ; 11.143 ; 1.279 ; 702 ; 2.721 ; 298 ; $75,53 ; $48,90 ; $22,31 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804PA00720
;W805P100729;W805P100729;; 1.267 ; 2.044 ; 11.202 ; 12.441 ; 777 ; 1.239 ; 3.223 ; -   ; $106,70 ; $57,92 ; $- ; $164,62 ; $112.721,32 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W805P100729
;E174M850412;174M850412;; 39.638 ; 41.770 ; 29.286 ; 31.477 ; 2.132 ; 2.191 ; 3.868 ; 309 ; $202,31 ; $69,51 ; $23,13 ; $294,95 ; $201.960,64 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174M850412
;W805P100785;W805P100785;; 5.404 ; 5.582 ; 7.342 ; 8.189 ; 178 ; 847 ; 3.822 ; 153 ; $66,60 ; $68,68 ; $11,45 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W804PA00636;W804PA00636;; 4.051 ; 4.221 ; 8.588 ; 9.331 ; 170 ; 743 ; 3.830 ; 257 ; $58,67 ; $68,83 ; $19,24 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804PA00636
;W795P104513;W795P104513;; 3.534 ; 4.045 ; 2.500 ; 2.932 ; 511 ; 432 ; 3.489 ; 568 ; $41,52 ; $62,70 ; $42,51 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W804PA00640;W804PA00640;; 1.984 ; 2.948 ; 16.867 ; 17.984 ; 964 ; 1.117 ; 3.036 ; -   ; $100,93 ; $54,56 ; $- ; $155,49 ; $106.468,48 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804PA00640
;E174MB50163;174MB50163;; 21.120 ; 22.506 ; 52.042 ; 55.671 ; 1.386 ; 3.629 ; 4.614 ; -   ; $296,54 ; $82,91 ; $- ; $379,45 ; $259.825,04 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E174MB50163
;E175M520040;175M520040;; 26.397 ; 28.682 ; 86.538 ; 94.391 ; 2.285 ; 7.853 ; 3.715 ; -   ; $628,86 ; $66,76 ; $- ; $695,62 ; $476.316,82 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520040
Baja;W795P104510;W795P104510;W805P601001; 1.006 ; 1.006 ; 1.242 ; 1.242 ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W804PA00745;W804PA00745;; 22.785 ; 22.976 ; 11.757 ; 11.845 ; 191 ; 88 ; 3.809 ; 912 ; $10,02 ; $68,45 ; $68,26 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W804P700378;W804P700378;; 10.806 ; 13.614 ; 2.459 ; 2.669 ; 2.808 ; 210 ; 1.192 ; 790 ; $66,18 ; $21,42 ; $59,13 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioMPC305;W804P700378
;W804PA00621;W804PA00621;; 1.191 ; 1.236 ; 12.333 ; 13.897 ; 45 ; 1.564 ; 3.955 ; -   ; $117,87 ; $71,07 ; $- ; $188,95 ; $129.378,47 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804PA00621
;S9348901400;L9348901400;; 1.332 ; 1.564 ; 15.117 ; 17.039 ; 232 ; 1.922 ; 2.768 ; -   ; $148,03 ; $49,74 ; $- ; $197,77 ; $135.422,19 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSPC430DN;
;W804P700346;W804P700346;; 21.247 ; 22.772 ; 4.731 ; 5.376 ; 1.525 ; 645 ; 2.475 ; 355 ; $75,68 ; $44,48 ; $26,57 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804P700346
Validando BAJA;X685P600952;X685P600952;G446P101912; 2.078 ; 2.078 ; 7.790 ; 7.790 ; -   ; -   ; 3.000 ; 1.500 ; $- ; $53,91 ; $112,28 ; $166,19 ; $113.793,52 ; Requerimiento Adicional ;;Falabella;Bodega Falabella;Propiedad Ricoh;Ricoh-SPC440DN;
;W804PA00706;W804PA00706;; 10.288 ; 10.922 ; 9.940 ; 10.857 ; 634 ; 917 ; 3.366 ; 83 ; $80,03 ; $60,49 ; $6,21 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804PA00706
;W794P904171;W794P904171;; 9.664 ; 10.439 ; 11.291 ; 12.237 ; 775 ; 946 ; 3.225 ; 54 ; $84,73 ; $57,95 ; $4,04 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W794P904171
;W795P104210;W795P104210;; 2.745 ; 3.088 ; 4.002 ; 4.590 ; 343 ; 588 ; 3.657 ; 412 ; $50,18 ; $65,72 ; $30,84 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W805P100726;W805P100726;; 11.762 ; 12.508 ; 12.527 ; 13.533 ; 746 ; 1.006 ; 3.254 ; -   ; $88,70 ; $58,47 ; $- ; $147,18 ; $100.779,42 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W805P100727;W805P100727;; 8.871 ; 9.449 ; 10.230 ; 10.723 ; 578 ; 493 ; 3.422 ; 507 ; $47,29 ; $61,49 ; $37,95 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W805P100714;W805P100714;; 3.008 ; 3.148 ; 10.990 ; 11.584 ; 140 ; 594 ; 3.860 ; 406 ; $46,98 ; $69,36 ; $30,39 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W794PA04213;W794PA04213;; 5.268 ; 5.517 ; 7.693 ; 8.040 ; 249 ; 347 ; 3.751 ; 653 ; $30,45 ; $67,41 ; $48,88 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W794PA04213
;W795P104493;W795P104493;; 6.724 ; 7.192 ; 17.039 ; 17.775 ; 468 ; 736 ; 3.532 ; 264 ; $63,50 ; $63,47 ; $19,76 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W795P104493
;W804PA00701;W804PA00701;; 16.758 ; 17.410 ; 12.850 ; 13.979 ; 652 ; 1.129 ; 3.348 ; -   ; $96,22 ; $60,16 ; $- ; $156,39 ; $107.083,51 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804PA00701
;W794P904174;W794P904174;; 20.239 ; 21.387 ; 9.586 ; 10.236 ; 1.148 ; 650 ; 2.852 ; 350 ; $69,28 ; $51,25 ; $26,20 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W794P904174
;W805P100741;W805P100741;; 8.993 ; 9.429 ; 10.638 ; 11.377 ; 436 ; 739 ; 3.564 ; 261 ; $63,15 ; $64,05 ; $19,54 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W805P600999;W805P600999;; 6.303 ; 6.303 ; 1.753 ; 1.753 ; -   ; -   ; 4.000 ; 1.000 ; $- ; $71,88 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;S9349501291;L9349501291;; 2.364 ; 2.521 ; 18.461 ; 19.787 ; 157 ; 1.326 ; 2.843 ; 174 ; $102,07 ; $51,09 ; $13,02 ; $166,19 ; $113.793,52 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSPC430DN;
;W804PA00606;W804PA00606;; 8.319 ; 8.639 ; 17.430 ; 18.443 ; 320 ; 1.013 ; 3.680 ; -   ; $81,57 ; $66,13 ; $- ; $147,70 ; $101.138,19 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W804PA00606
;S9049600955;L9049600955;; 11.187 ; 11.187 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;USB;Sodimac;NO ESTAN EN AREMOTE;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600955
;S9049600732;L9049600732;; 15.395 ; 15.395 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;IP;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600732
;W915P106391;W915P106391;; 7.794 ; 7.794 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;Desconectadas;Falabella;Equipo desconectado;Propiedad Ricoh;Ricoh-AficioMP301;
;S9049601097;L9049601097;; 10 ; 10 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;USB;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601097
;S9049600997;L9049600997;; 450 ; 450 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;Sin movimiento;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049600842;L9049600842;; 25.310 ; 29.860 ; -   ; -   ; 4.550 ; -   ; -   ; -   ; $81,76 ; $- ; $- ; $81,76 ; $55.986,74 ; Requerimiento Adicional ;Desconectadas;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600842
;S9058602004;L9058602004;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;NO encontradas;Sodimac;NO ESTAN EN AREMOTE;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602004
;S9049601188;L9049601188;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;NO encontradas;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601188
;S9049601044;L9049601044;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;NO encontradas;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601044
;S9049601086;L9049601086;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;NO encontradas;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601086
;S9049600883;L9049600883;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;NO encontradas;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600883
;S9049600802;L9049600802;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;Nuevas;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600802
;S9049600731;L9049600731;; -   ; -   ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;Nuevas;Sodimac;NO ESTAN EN AREMOTE;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600731
;S9049601074;L9049601074;; 2.856 ; 4.099 ; -   ; -   ; 1.243 ; -   ; 2.257 ; -   ; $22,34 ; $40,56 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601074
;S9058601748;L9058601748;; 3.212 ; 4.301 ; -   ; -   ; 1.089 ; -   ; 2.411 ; -   ; $19,57 ; $43,33 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601748
;S9058601872;L9058601872;; 1.713 ; 1.963 ; -   ; -   ; 250 ; -   ; 3.250 ; -   ; $4,49 ; $58,40 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601872
;S9058601496;L9058601496;; 6.043 ; 9.575 ; -   ; -   ; 3.532 ; -   ; -   ; -   ; $63,47 ; $- ; $- ; $63,47 ; $43.460,48 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601496
Baja;S9058601707;L9058601707;; 4.246 ; 4.246 ; -   ; -   ; -   ; -   ; -   ; -   ; $- ; $- ; $- ; $-   ; $-   ; Requerimiento Adicional ;Desconectadas;Sodimac;Equipo Retirado;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W914P605766;W914P605766;; 2.706 ; 5.609 ; -   ; -   ; 2.903 ; -   ; 597 ; -   ; $52,17 ; $10,73 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;NO encontradas;Sodimac;;Propiedad Ricoh;Ricoh-AficioMP301;W914P605766
;S9049600758;L9049600758;; 130.265 ; 135.361 ; -   ; -   ; 5.096 ; -   ; -   ; -   ; $91,58 ; $- ; $- ; $91,58 ; $62.705,15 ; Requerimiento Adicional ;;Falabella;Contador actual 117733 sin movimiento;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W914P605741;W914P605741;; 12.167 ; 14.952 ; -   ; -   ; 2.785 ; -   ; 715 ; -   ; $50,05 ; $12,85 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMP301;W914P605741
;S9049600819;L9049600819;; 12.000 ; 12.000 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;IP;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600819
;S9049600824;L9049600824;; 13.220 ; 16.429 ; -   ; -   ; 3.209 ; -   ; 291 ; -   ; $57,67 ; $5,23 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;IP;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600824
;S9049400804;L9049400804;; 31.458 ; 31.458 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;IP;Sodimac;USB;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400804
;W914P605762;W914P605762;; 3.900 ; 3.900 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMP301;W914P605762
;S9058601610;L9058601610;; 1.031 ; 2.076 ; -   ; -   ; 1.045 ; -   ; 2.455 ; -   ; $18,78 ; $44,12 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601610
;S9149300561;L9149300561;; 9.784 ; 10.472 ; -   ; -   ; 688 ; -   ; 2.812 ; -   ; $12,36 ; $50,53 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5210SF;
;W795P104158;W795P104158;; 6.093 ; 6.212 ; 26.701 ; 28.761 ; 119 ; 2.060 ; 3.881 ; -   ; $156,33 ; $69,74 ; $- ; $226,07 ; $154.799,86 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W795P104158
;S9049600928;L9049600928;; 3.348 ; 3.504 ; -   ; -   ; 156 ; -   ; 3.344 ; -   ; $2,80 ; $60,09 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600928
;S9049601151;L9049601151;; 1.553 ; 1.553 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601151
;S9049601050;L9049601050;; 4.488 ; 4.488 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601050
;S9049600826;L9049600826;; 2.178 ; 2.319 ; -   ; -   ; 141 ; -   ; 3.359 ; -   ; $2,53 ; $60,36 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600826
;W805P100707;W805P100707;; 11.181 ; 11.659 ; 30.123 ; 31.148 ; 478 ; 1.025 ; 3.522 ; -   ; $85,31 ; $63,29 ; $- ; $148,60 ; $101.753,22 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W805P100707
;S9049600978;L9049600978;; 923 ; 923 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600978
;W915P703990;W915P703990;; 253 ; 260 ; -   ; -   ; 7 ; -   ; 3.493 ; -   ; $0,13 ; $62,77 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9049600848;L9049600848;; 1.767 ; 1.854 ; -   ; -   ; 87 ; -   ; 3.413 ; -   ; $1,56 ; $61,33 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600848
;S9049600986;L9049600986;; 3.728 ; 3.833 ; -   ; -   ; 105 ; -   ; 3.395 ; -   ; $1,89 ; $61,01 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049400862;L9049400862;; 7.632 ; 7.636 ; -   ; -   ; 4 ; -   ; 3.496 ; -   ; $0,07 ; $62,82 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400862
;S9049600876;L9049600876;; 2.354 ; 2.469 ; -   ; -   ; 115 ; -   ; 3.385 ; -   ; $2,07 ; $60,83 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600876
;S9049300904;L9049300904;; 5.405 ; 5.698 ; -   ; -   ; 293 ; -   ; 3.207 ; -   ; $5,27 ; $57,63 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W915P703974;W915P703974;; 6.309 ; 7.620 ; -   ; -   ; 1.311 ; -   ; 2.189 ; -   ; $23,56 ; $39,34 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9058602009;L9058602009;; 3.206 ; 3.206 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;NO ESTAN EN AREMOTE;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602009
;S9049600946;L9049600946;; 4.150 ; 4.413 ; -   ; -   ; 263 ; -   ; 3.237 ; -   ; $4,73 ; $58,17 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600946
;S9058601790;L9058601790;; 2.679 ; 2.898 ; -   ; -   ; 219 ; -   ; 3.281 ; -   ; $3,94 ; $58,96 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601790
;S9058602026;L9058602026;; 5.613 ; 6.733 ; -   ; -   ; 1.120 ; -   ; 2.380 ; -   ; $20,13 ; $42,77 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602026
;S9049600827;L9049600827;; 5.546 ; 5.908 ; -   ; -   ; 362 ; -   ; 3.138 ; -   ; $6,51 ; $56,39 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600827
;S9049600860;L9049600860;; 27.073 ; 28.320 ; -   ; -   ; 1.247 ; -   ; 2.253 ; -   ; $22,41 ; $40,49 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600860
;W795P104516;W795P104516;; 5.955 ; 6.802 ; 1.402 ; 2.201 ; 847 ; 799 ; 3.153 ; 201 ; $75,03 ; $56,66 ; $15,04 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
